instance,n_customers,placement_seed,coverage,coverage_pct,pair_rank_within_coverage,node_i,node_j
tc0c40s8ct0.xml,40,20240528,0.3,30%,139,1,25
tc0c40s8ct0.xml,40,20240528,0.3,30%,140,1,20
tc0c40s8ct0.xml,40,20240528,0.3,30%,141,1,8
tc0c40s8ct0.xml,40,20240528,0.3,30%,142,4,40
tc0c40s8ct0.xml,40,20240528,0.3,30%,143,2,30
tc0c40s8ct0.xml,40,20240528,0.3,30%,144,16,32
tc0c40s8ct0.xml,40,20240528,0.3,30%,145,20,23
tc0c40s8ct0.xml,40,20240528,0.3,30%,146,1,39
tc0c40s8ct0.xml,40,20240528,0.3,30%,147,7,27
tc0c40s8ct0.xml,40,20240528,0.3,30%,148,1,19
tc0c40s8ct0.xml,40,20240528,0.3,30%,149,10,14
tc0c40s8ct0.xml,40,20240528,0.3,30%,150,22,40
tc0c40s8ct0.xml,40,20240528,0.3,30%,151,14,23
tc0c40s8ct0.xml,40,20240528,0.3,30%,152,1,4
tc0c40s8ct0.xml,40,20240528,0.3,30%,153,8,35
tc0c40s8ct0.xml,40,20240528,0.3,30%,154,8,40
tc0c40s8ct0.xml,40,20240528,0.3,30%,155,25,37
tc0c40s8ct0.xml,40,20240528,0.3,30%,156,15,29
tc0c40s8ct0.xml,40,20240528,0.3,30%,157,28,33
tc0c40s8ct0.xml,40,20240528,0.3,30%,158,1,10
tc0c40s8ct0.xml,40,20240528,0.3,30%,159,19,25
tc0c40s8ct0.xml,40,20240528,0.3,30%,160,19,23
tc0c40s8ct0.xml,40,20240528,0.3,30%,161,15,32
tc0c40s8ct0.xml,40,20240528,0.3,30%,162,20,34
tc0c40s8ct0.xml,40,20240528,0.3,30%,163,3,36
tc0c40s8ct0.xml,40,20240528,0.3,30%,164,5,35
tc0c40s8ct0.xml,40,20240528,0.3,30%,165,10,11
tc0c40s8ct0.xml,40,20240528,0.3,30%,166,2,24
tc0c40s8ct0.xml,40,20240528,0.3,30%,167,10,34
tc0c40s8ct0.xml,40,20240528,0.3,30%,168,5,19
tc0c40s8ct0.xml,40,20240528,0.3,30%,169,7,32
tc0c40s8ct0.xml,40,20240528,0.3,30%,170,1,3
tc0c40s8ct0.xml,40,20240528,0.3,30%,171,9,27
tc0c40s8ct0.xml,40,20240528,0.3,30%,172,13,26
tc0c40s8ct0.xml,40,20240528,0.3,30%,173,9,18
tc0c40s8ct0.xml,40,20240528,0.3,30%,174,16,39
tc0c40s8ct0.xml,40,20240528,0.3,30%,175,11,13
tc0c40s8ct0.xml,40,20240528,0.3,30%,176,2,29
tc0c40s8ct0.xml,40,20240528,0.3,30%,177,19,30
tc0c40s8ct0.xml,40,20240528,0.3,30%,178,33,37
tc0c40s8ct0.xml,40,20240528,0.3,30%,179,17,28
tc0c40s8ct0.xml,40,20240528,0.3,30%,180,1,17
tc0c40s8ct0.xml,40,20240528,0.3,30%,181,7,30
tc0c40s8ct0.xml,40,20240528,0.3,30%,182,30,33
tc0c40s8ct0.xml,40,20240528,0.3,30%,183,4,26
tc0c40s8ct0.xml,40,20240528,0.3,30%,184,14,36
tc0c40s8ct0.xml,40,20240528,0.3,30%,185,2,22
tc0c40s8ct0.xml,40,20240528,0.3,30%,186,4,34
tc0c40s8ct0.xml,40,20240528,0.3,30%,187,5,29
tc0c40s8ct0.xml,40,20240528,0.3,30%,188,4,32
tc0c40s8ct0.xml,40,20240528,0.3,30%,189,35,36
tc0c40s8ct0.xml,40,20240528,0.3,30%,190,10,32
tc0c40s8ct0.xml,40,20240528,0.3,30%,191,4,18
tc0c40s8ct0.xml,40,20240528,0.3,30%,192,4,36
tc0c40s8ct0.xml,40,20240528,0.3,30%,193,12,26
tc0c40s8ct0.xml,40,20240528,0.3,30%,194,12,16
tc0c40s8ct0.xml,40,20240528,0.3,30%,195,12,22
tc0c40s8ct0.xml,40,20240528,0.3,30%,196,30,40
tc0c40s8ct0.xml,40,20240528,0.3,30%,197,19,33
tc0c40s8ct0.xml,40,20240528,0.3,30%,198,27,33
tc0c40s8ct0.xml,40,20240528,0.3,30%,199,10,38
tc0c40s8ct0.xml,40,20240528,0.3,30%,200,26,36
tc0c40s8ct0.xml,40,20240528,0.3,30%,201,1,7
tc0c40s8ct0.xml,40,20240528,0.3,30%,202,11,26
tc0c40s8ct0.xml,40,20240528,0.3,30%,203,20,38
tc0c40s8ct0.xml,40,20240528,0.3,30%,204,7,40
tc0c40s8ct0.xml,40,20240528,0.3,30%,205,12,32
tc0c40s8ct0.xml,40,20240528,0.3,30%,206,34,40
tc0c40s8ct0.xml,40,20240528,0.3,30%,207,20,40
tc0c40s8ct0.xml,40,20240528,0.3,30%,208,7,23
tc0c40s8ct0.xml,40,20240528,0.3,30%,209,9,12
tc0c40s8ct0.xml,40,20240528,0.3,30%,210,34,36
tc0c40s8ct0.xml,40,20240528,0.3,30%,211,13,25
tc0c40s8ct0.xml,40,20240528,0.3,30%,212,6,28
tc0c40s8ct0.xml,40,20240528,0.3,30%,213,17,26
tc0c40s8ct0.xml,40,20240528,0.3,30%,214,21,33
tc0c40s8ct0.xml,40,20240528,0.3,30%,215,9,32
tc0c40s8ct0.xml,40,20240528,0.3,30%,216,11,23
tc0c40s8ct0.xml,40,20240528,0.3,30%,217,3,23
tc0c40s8ct0.xml,40,20240528,0.3,30%,218,25,39
tc0c40s8ct0.xml,40,20240528,0.3,30%,219,13,39
tc0c40s8ct0.xml,40,20240528,0.3,30%,220,9,33
tc0c40s8ct0.xml,40,20240528,0.3,30%,221,1,23
tc0c40s8ct0.xml,40,20240528,0.3,30%,222,7,18
tc0c40s8ct0.xml,40,20240528,0.3,30%,223,29,40
tc0c40s8ct0.xml,40,20240528,0.3,30%,224,18,28
tc0c40s8ct0.xml,40,20240528,0.3,30%,225,6,21
tc0c40s8ct0.xml,40,20240528,0.3,30%,226,25,40
tc0c40s8ct0.xml,40,20240528,0.3,30%,227,33,36
tc0c40s8ct0.xml,40,20240528,0.3,30%,228,3,8
tc0c40s8ct0.xml,40,20240528,0.3,30%,229,13,32
tc0c40s8ct0.xml,40,20240528,0.3,30%,230,15,34
tc0c40s8ct0.xml,40,20240528,0.3,30%,231,5,24
tc0c40s8ct0.xml,40,20240528,0.3,30%,232,19,36
tc0c40s8ct0.xml,40,20240528,0.3,30%,233,5,31
tc0c40s8ct0.xml,40,20240528,0.3,30%,234,26,30
tc0c40s8ct0.xml,40,20240529,0.1,10%,1,6,14
tc0c40s8ct0.xml,40,20240529,0.1,10%,2,28,29
tc0c40s8ct0.xml,40,20240529,0.1,10%,3,18,36
tc0c40s8ct0.xml,40,20240529,0.1,10%,4,15,32
tc0c40s8ct0.xml,40,20240529,0.1,10%,5,18,33
tc0c40s8ct0.xml,40,20240529,0.1,10%,6,22,28
tc0c40s8ct0.xml,40,20240529,0.1,10%,7,10,39
tc0c40s8ct0.xml,40,20240529,0.1,10%,8,14,25
tc0c40s8ct0.xml,40,20240529,0.1,10%,9,24,30
tc0c40s8ct0.xml,40,20240529,0.1,10%,10,10,15
tc0c40s8ct0.xml,40,20240529,0.1,10%,11,33,40
tc0c40s8ct0.xml,40,20240529,0.1,10%,12,13,16
tc0c40s8ct0.xml,40,20240529,0.1,10%,13,19,31
tc0c40s8ct0.xml,40,20240529,0.1,10%,14,20,37
tc0c40s8ct0.xml,40,20240529,0.1,10%,15,15,37
tc0c40s8ct0.xml,40,20240529,0.1,10%,16,1,40
tc0c40s8ct0.xml,40,20240529,0.1,10%,17,18,26
tc0c40s8ct0.xml,40,20240529,0.1,10%,18,15,24
tc0c40s8ct0.xml,40,20240529,0.1,10%,19,4,30
tc0c40s8ct0.xml,40,20240529,0.1,10%,20,25,35
tc0c40s8ct0.xml,40,20240529,0.1,10%,21,11,33
tc0c40s8ct0.xml,40,20240529,0.1,10%,22,17,20
tc0c40s8ct0.xml,40,20240529,0.1,10%,23,21,33
tc0c40s8ct0.xml,40,20240529,0.1,10%,24,5,12
tc0c40s8ct0.xml,40,20240529,0.1,10%,25,20,21
tc0c40s8ct0.xml,40,20240529,0.1,10%,26,23,24
tc0c40s8ct0.xml,40,20240529,0.1,10%,27,33,34
tc0c40s8ct0.xml,40,20240529,0.1,10%,28,11,38
tc0c40s8ct0.xml,40,20240529,0.1,10%,29,10,34
tc0c40s8ct0.xml,40,20240529,0.1,10%,30,33,36
tc0c40s8ct0.xml,40,20240529,0.1,10%,31,21,37
tc0c40s8ct0.xml,40,20240529,0.1,10%,32,9,36
tc0c40s8ct0.xml,40,20240529,0.1,10%,33,24,33
tc0c40s8ct0.xml,40,20240529,0.1,10%,34,8,21
tc0c40s8ct0.xml,40,20240529,0.1,10%,35,21,24
tc0c40s8ct0.xml,40,20240529,0.1,10%,36,34,36
tc0c40s8ct0.xml,40,20240529,0.1,10%,37,3,19
tc0c40s8ct0.xml,40,20240529,0.1,10%,38,5,23
tc0c40s8ct0.xml,40,20240529,0.1,10%,39,8,30
tc0c40s8ct0.xml,40,20240529,0.1,10%,40,29,40
tc0c40s8ct0.xml,40,20240529,0.1,10%,41,19,36
tc0c40s8ct0.xml,40,20240529,0.1,10%,42,2,16
tc0c40s8ct0.xml,40,20240529,0.1,10%,43,4,31
tc0c40s8ct0.xml,40,20240529,0.1,10%,44,13,21
tc0c40s8ct0.xml,40,20240529,0.1,10%,45,17,24
tc0c40s8ct0.xml,40,20240529,0.1,10%,46,1,38
tc0c40s8ct0.xml,40,20240529,0.1,10%,47,7,32
tc0c40s8ct0.xml,40,20240529,0.1,10%,48,4,11
tc0c40s8ct0.xml,40,20240529,0.1,10%,49,29,39
tc0c40s8ct0.xml,40,20240529,0.1,10%,50,13,24
tc0c40s8ct0.xml,40,20240529,0.1,10%,51,6,10
tc0c40s8ct0.xml,40,20240529,0.1,10%,52,15,29
tc0c40s8ct0.xml,40,20240529,0.1,10%,53,9,37
tc0c40s8ct0.xml,40,20240529,0.1,10%,54,11,26
tc0c40s8ct0.xml,40,20240529,0.1,10%,55,19,37
tc0c40s8ct0.xml,40,20240529,0.1,10%,56,36,38
tc0c40s8ct0.xml,40,20240529,0.1,10%,57,21,23
tc0c40s8ct0.xml,40,20240529,0.1,10%,58,14,17
tc0c40s8ct0.xml,40,20240529,0.1,10%,59,5,18
tc0c40s8ct0.xml,40,20240529,0.1,10%,60,27,37
tc0c40s8ct0.xml,40,20240529,0.1,10%,61,3,27
tc0c40s8ct0.xml,40,20240529,0.1,10%,62,8,26
tc0c40s8ct0.xml,40,20240529,0.1,10%,63,17,33
tc0c40s8ct0.xml,40,20240529,0.1,10%,64,18,20
tc0c40s8ct0.xml,40,20240529,0.1,10%,65,16,22
tc0c40s8ct0.xml,40,20240529,0.1,10%,66,17,40
tc0c40s8ct0.xml,40,20240529,0.1,10%,67,22,30
tc0c40s8ct0.xml,40,20240529,0.1,10%,68,22,34
tc0c40s8ct0.xml,40,20240529,0.1,10%,69,1,28
tc0c40s8ct0.xml,40,20240529,0.1,10%,70,21,34
tc0c40s8ct0.xml,40,20240529,0.1,10%,71,3,28
tc0c40s8ct0.xml,40,20240529,0.1,10%,72,7,27
tc0c40s8ct0.xml,40,20240529,0.1,10%,73,7,10
tc0c40s8ct0.xml,40,20240529,0.1,10%,74,12,36
tc0c40s8ct0.xml,40,20240529,0.1,10%,75,12,27
tc0c40s8ct0.xml,40,20240529,0.1,10%,76,5,35
tc0c40s8ct0.xml,40,20240529,0.1,10%,77,11,30
tc0c40s8ct0.xml,40,20240529,0.1,10%,78,14,28
tc0c40s8ct0.xml,40,20240529,0.2,20%,1,6,14
tc0c40s8ct0.xml,40,20240529,0.2,20%,2,28,29
tc0c40s8ct0.xml,40,20240529,0.2,20%,3,18,36
tc0c40s8ct0.xml,40,20240529,0.2,20%,4,15,32
tc0c40s8ct0.xml,40,20240529,0.2,20%,5,18,33
tc0c40s8ct0.xml,40,20240529,0.2,20%,6,22,28
tc0c40s8ct0.xml,40,20240529,0.2,20%,7,10,39
tc0c40s8ct0.xml,40,20240529,0.2,20%,8,14,25
tc0c40s8ct0.xml,40,20240529,0.2,20%,9,24,30
tc0c40s8ct0.xml,40,20240529,0.2,20%,10,10,15
tc0c40s8ct0.xml,40,20240529,0.2,20%,11,33,40
tc0c40s8ct0.xml,40,20240529,0.2,20%,12,13,16
tc0c40s8ct0.xml,40,20240529,0.2,20%,13,19,31
tc0c40s8ct0.xml,40,20240529,0.2,20%,14,20,37
tc0c40s8ct0.xml,40,20240529,0.2,20%,15,15,37
tc0c40s8ct0.xml,40,20240529,0.2,20%,16,1,40
tc0c40s8ct0.xml,40,20240529,0.2,20%,17,18,26
tc0c40s8ct0.xml,40,20240529,0.2,20%,18,15,24
tc0c40s8ct0.xml,40,20240529,0.2,20%,19,4,30
tc0c40s8ct0.xml,40,20240529,0.2,20%,20,25,35
tc0c40s8ct0.xml,40,20240529,0.2,20%,21,11,33
tc0c40s8ct0.xml,40,20240529,0.2,20%,22,17,20
tc0c40s8ct0.xml,40,20240529,0.2,20%,23,21,33
tc0c40s8ct0.xml,40,20240529,0.2,20%,24,5,12
tc0c40s8ct0.xml,40,20240529,0.2,20%,25,20,21
tc0c40s8ct0.xml,40,20240529,0.2,20%,26,23,24
tc0c40s8ct0.xml,40,20240529,0.2,20%,27,33,34
tc0c40s8ct0.xml,40,20240529,0.2,20%,28,11,38
tc0c40s8ct0.xml,40,20240529,0.2,20%,29,10,34
tc0c40s8ct0.xml,40,20240529,0.2,20%,30,33,36
tc0c40s8ct0.xml,40,20240529,0.2,20%,31,21,37
tc0c40s8ct0.xml,40,20240529,0.2,20%,32,9,36
tc0c40s8ct0.xml,40,20240529,0.2,20%,33,24,33
tc0c40s8ct0.xml,40,20240529,0.2,20%,34,8,21
tc0c40s8ct0.xml,40,20240529,0.2,20%,35,21,24
tc0c40s8ct0.xml,40,20240529,0.2,20%,36,34,36
tc0c40s8ct0.xml,40,20240529,0.2,20%,37,3,19
tc0c40s8ct0.xml,40,20240529,0.2,20%,38,5,23
tc0c40s8ct0.xml,40,20240529,0.2,20%,39,8,30
tc0c40s8ct0.xml,40,20240529,0.2,20%,40,29,40
tc0c40s8ct0.xml,40,20240529,0.2,20%,41,19,36
tc0c40s8ct0.xml,40,20240529,0.2,20%,42,2,16
tc0c40s8ct0.xml,40,20240529,0.2,20%,43,4,31
tc0c40s8ct0.xml,40,20240529,0.2,20%,44,13,21
tc0c40s8ct0.xml,40,20240529,0.2,20%,45,17,24
tc0c40s8ct0.xml,40,20240529,0.2,20%,46,1,38
tc0c40s8ct0.xml,40,20240529,0.2,20%,47,7,32
tc0c40s8ct0.xml,40,20240529,0.2,20%,48,4,11
tc0c40s8ct0.xml,40,20240529,0.2,20%,49,29,39
tc0c40s8ct0.xml,40,20240529,0.2,20%,50,13,24
tc0c40s8ct0.xml,40,20240529,0.2,20%,51,6,10
tc0c40s8ct0.xml,40,20240529,0.2,20%,52,15,29
tc0c40s8ct0.xml,40,20240529,0.2,20%,53,9,37
tc0c40s8ct0.xml,40,20240529,0.2,20%,54,11,26
tc0c40s8ct0.xml,40,20240529,0.2,20%,55,19,37
tc0c40s8ct0.xml,40,20240529,0.2,20%,56,36,38
tc0c40s8ct0.xml,40,20240529,0.2,20%,57,21,23
tc0c40s8ct0.xml,40,20240529,0.2,20%,58,14,17
tc0c40s8ct0.xml,40,20240529,0.2,20%,59,5,18
tc0c40s8ct0.xml,40,20240529,0.2,20%,60,27,37
tc0c40s8ct0.xml,40,20240529,0.2,20%,61,3,27
tc0c40s8ct0.xml,40,20240529,0.2,20%,62,8,26
tc0c40s8ct0.xml,40,20240529,0.2,20%,63,17,33
tc0c40s8ct0.xml,40,20240529,0.2,20%,64,18,20
tc0c40s8ct0.xml,40,20240529,0.2,20%,65,16,22
tc0c40s8ct0.xml,40,20240529,0.2,20%,66,17,40
tc0c40s8ct0.xml,40,20240529,0.2,20%,67,22,30
tc0c40s8ct0.xml,40,20240529,0.2,20%,68,22,34
tc0c40s8ct0.xml,40,20240529,0.2,20%,69,1,28
tc0c40s8ct0.xml,40,20240529,0.2,20%,70,21,34
tc0c40s8ct0.xml,40,20240529,0.2,20%,71,3,28
tc0c40s8ct0.xml,40,20240529,0.2,20%,72,7,27
tc0c40s8ct0.xml,40,20240529,0.2,20%,73,7,10
tc0c40s8ct0.xml,40,20240529,0.2,20%,74,12,36
tc0c40s8ct0.xml,40,20240529,0.2,20%,75,12,27
tc0c40s8ct0.xml,40,20240529,0.2,20%,76,5,35
tc0c40s8ct0.xml,40,20240529,0.2,20%,77,11,30
tc0c40s8ct0.xml,40,20240529,0.2,20%,78,14,28
tc0c40s8ct0.xml,40,20240529,0.2,20%,79,9,33
tc0c40s8ct0.xml,40,20240529,0.2,20%,80,1,15
tc0c40s8ct0.xml,40,20240529,0.2,20%,81,26,40
tc0c40s8ct0.xml,40,20240529,0.2,20%,82,26,38
tc0c40s8ct0.xml,40,20240529,0.2,20%,83,12,19
tc0c40s8ct0.xml,40,20240529,0.2,20%,84,8,23
tc0c40s8ct0.xml,40,20240529,0.2,20%,85,6,9
tc0c40s8ct0.xml,40,20240529,0.2,20%,86,4,40
tc0c40s8ct0.xml,40,20240529,0.2,20%,87,2,17
tc0c40s8ct0.xml,40,20240529,0.2,20%,88,5,38
tc0c40s8ct0.xml,40,20240529,0.2,20%,89,8,12
tc0c40s8ct0.xml,40,20240529,0.2,20%,90,8,9
tc0c40s8ct0.xml,40,20240529,0.2,20%,91,2,18
tc0c40s8ct0.xml,40,20240529,0.2,20%,92,37,38
tc0c40s8ct0.xml,40,20240529,0.2,20%,93,8,33
tc0c40s8ct0.xml,40,20240529,0.2,20%,94,10,28
tc0c40s8ct0.xml,40,20240529,0.2,20%,95,28,39
tc0c40s8ct0.xml,40,20240529,0.2,20%,96,16,24
tc0c40s8ct0.xml,40,20240529,0.2,20%,97,9,31
tc0c40s8ct0.xml,40,20240529,0.2,20%,98,22,24
tc0c40s8ct0.xml,40,20240529,0.2,20%,99,21,31
tc0c40s8ct0.xml,40,20240529,0.2,20%,100,22,37
tc0c40s8ct0.xml,40,20240529,0.2,20%,101,18,21
tc0c40s8ct0.xml,40,20240529,0.2,20%,102,8,25
tc0c40s8ct0.xml,40,20240529,0.2,20%,103,31,34
tc0c40s8ct0.xml,40,20240529,0.2,20%,104,24,26
tc0c40s8ct0.xml,40,20240529,0.2,20%,105,34,38
tc0c40s8ct0.xml,40,20240529,0.2,20%,106,6,8
tc0c40s8ct0.xml,40,20240529,0.2,20%,107,5,6
tc0c40s8ct0.xml,40,20240529,0.2,20%,108,21,38
tc0c40s8ct0.xml,40,20240529,0.2,20%,109,6,33
tc0c40s8ct0.xml,40,20240529,0.2,20%,110,2,5
tc0c40s8ct0.xml,40,20240529,0.2,20%,111,1,37
tc0c40s8ct0.xml,40,20240529,0.2,20%,112,17,23
tc0c40s8ct0.xml,40,20240529,0.2,20%,113,21,32
tc0c40s8ct0.xml,40,20240529,0.2,20%,114,4,15
tc0c40s8ct0.xml,40,20240529,0.2,20%,115,12,17
tc0c40s8ct0.xml,40,20240529,0.2,20%,116,8,15
tc0c40s8ct0.xml,40,20240529,0.2,20%,117,13,28
tc0c40s8ct0.xml,40,20240529,0.2,20%,118,14,19
tc0c40s8ct0.xml,40,20240529,0.2,20%,119,8,19
tc0c40s8ct0.xml,40,20240529,0.2,20%,120,6,35
tc0c40s8ct0.xml,40,20240529,0.2,20%,121,4,17
tc0c40s8ct0.xml,40,20240529,0.2,20%,122,6,40
tc0c40s8ct0.xml,40,20240529,0.2,20%,123,11,18
tc0c40s8ct0.xml,40,20240529,0.2,20%,124,8,39
tc0c40s8ct0.xml,40,20240529,0.2,20%,125,35,39
tc0c40s8ct0.xml,40,20240529,0.2,20%,126,20,30
tc0c40s8ct0.xml,40,20240529,0.2,20%,127,3,11
tc0c40s8ct0.xml,40,20240529,0.2,20%,128,24,34
tc0c40s8ct0.xml,40,20240529,0.2,20%,129,24,36
tc0c40s8ct0.xml,40,20240529,0.2,20%,130,18,40
tc0c40s8ct0.xml,40,20240529,0.2,20%,131,14,30
tc0c40s8ct0.xml,40,20240529,0.2,20%,132,11,23
tc0c40s8ct0.xml,40,20240529,0.2,20%,133,14,20
tc0c40s8ct0.xml,40,20240529,0.2,20%,134,6,15
tc0c40s8ct0.xml,40,20240529,0.2,20%,135,5,16
tc0c40s8ct0.xml,40,20240529,0.2,20%,136,23,25
tc0c40s8ct0.xml,40,20240529,0.2,20%,137,9,12
tc0c40s8ct0.xml,40,20240529,0.2,20%,138,13,20
tc0c40s8ct0.xml,40,20240529,0.2,20%,139,3,36
tc0c40s8ct0.xml,40,20240529,0.2,20%,140,7,34
tc0c40s8ct0.xml,40,20240529,0.2,20%,141,8,38
tc0c40s8ct0.xml,40,20240529,0.2,20%,142,23,29
tc0c40s8ct0.xml,40,20240529,0.2,20%,143,1,13
tc0c40s8ct0.xml,40,20240529,0.2,20%,144,34,39
tc0c40s8ct0.xml,40,20240529,0.2,20%,145,6,25
tc0c40s8ct0.xml,40,20240529,0.2,20%,146,17,27
tc0c40s8ct0.xml,40,20240529,0.2,20%,147,19,38
tc0c40s8ct0.xml,40,20240529,0.2,20%,148,5,29
tc0c40s8ct0.xml,40,20240529,0.2,20%,149,4,20
tc0c40s8ct0.xml,40,20240529,0.2,20%,150,28,30
tc0c40s8ct0.xml,40,20240529,0.2,20%,151,7,25
tc0c40s8ct0.xml,40,20240529,0.2,20%,152,12,33
tc0c40s8ct0.xml,40,20240529,0.2,20%,153,6,28
tc0c40s8ct0.xml,40,20240529,0.2,20%,154,23,40
tc0c40s8ct0.xml,40,20240529,0.2,20%,155,1,4
tc0c40s8ct0.xml,40,20240529,0.2,20%,156,8,14
tc0c40s8ct0.xml,40,20240529,0.3,30%,1,6,14
tc0c40s8ct0.xml,40,20240529,0.3,30%,2,28,29
tc0c40s8ct0.xml,40,20240529,0.3,30%,3,18,36
tc0c40s8ct0.xml,40,20240529,0.3,30%,4,15,32
tc0c40s8ct0.xml,40,20240529,0.3,30%,5,18,33
tc0c40s8ct0.xml,40,20240529,0.3,30%,6,22,28
tc0c40s8ct0.xml,40,20240529,0.3,30%,7,10,39
tc0c40s8ct0.xml,40,20240529,0.3,30%,8,14,25
tc0c40s8ct0.xml,40,20240529,0.3,30%,9,24,30
tc0c40s8ct0.xml,40,20240529,0.3,30%,10,10,15
tc0c40s8ct0.xml,40,20240529,0.3,30%,11,33,40
tc0c40s8ct0.xml,40,20240529,0.3,30%,12,13,16
tc0c40s8ct0.xml,40,20240529,0.3,30%,13,19,31
tc0c40s8ct0.xml,40,20240529,0.3,30%,14,20,37
tc0c40s8ct0.xml,40,20240529,0.3,30%,15,15,37
tc0c40s8ct0.xml,40,20240529,0.3,30%,16,1,40
tc0c40s8ct0.xml,40,20240529,0.3,30%,17,18,26
tc0c40s8ct0.xml,40,20240529,0.3,30%,18,15,24
tc0c40s8ct0.xml,40,20240529,0.3,30%,19,4,30
tc0c40s8ct0.xml,40,20240529,0.3,30%,20,25,35
tc0c40s8ct0.xml,40,20240529,0.3,30%,21,11,33
tc0c40s8ct0.xml,40,20240529,0.3,30%,22,17,20
tc0c40s8ct0.xml,40,20240529,0.3,30%,23,21,33
tc0c40s8ct0.xml,40,20240529,0.3,30%,24,5,12
tc0c40s8ct0.xml,40,20240529,0.3,30%,25,20,21
tc0c40s8ct0.xml,40,20240529,0.3,30%,26,23,24
tc0c40s8ct0.xml,40,20240529,0.3,30%,27,33,34
tc0c40s8ct0.xml,40,20240529,0.3,30%,28,11,38
tc0c40s8ct0.xml,40,20240529,0.3,30%,29,10,34
tc0c40s8ct0.xml,40,20240529,0.3,30%,30,33,36
tc0c40s8ct0.xml,40,20240529,0.3,30%,31,21,37
tc0c40s8ct0.xml,40,20240529,0.3,30%,32,9,36
tc0c40s8ct0.xml,40,20240529,0.3,30%,33,24,33
tc0c40s8ct0.xml,40,20240529,0.3,30%,34,8,21
tc0c40s8ct0.xml,40,20240529,0.3,30%,35,21,24
tc0c40s8ct0.xml,40,20240529,0.3,30%,36,34,36
tc0c40s8ct0.xml,40,20240529,0.3,30%,37,3,19
tc0c40s8ct0.xml,40,20240529,0.3,30%,38,5,23
tc0c40s8ct0.xml,40,20240529,0.3,30%,39,8,30
tc0c40s8ct0.xml,40,20240529,0.3,30%,40,29,40
tc0c40s8ct0.xml,40,20240529,0.3,30%,41,19,36
tc0c40s8ct0.xml,40,20240529,0.3,30%,42,2,16
tc0c40s8ct0.xml,40,20240529,0.3,30%,43,4,31
tc0c40s8ct0.xml,40,20240529,0.3,30%,44,13,21
tc0c40s8ct0.xml,40,20240529,0.3,30%,45,17,24
tc0c40s8ct0.xml,40,20240529,0.3,30%,46,1,38
tc0c40s8ct0.xml,40,20240529,0.3,30%,47,7,32
tc0c40s8ct0.xml,40,20240529,0.3,30%,48,4,11
tc0c40s8ct0.xml,40,20240529,0.3,30%,49,29,39
tc0c40s8ct0.xml,40,20240529,0.3,30%,50,13,24
tc0c40s8ct0.xml,40,20240529,0.3,30%,51,6,10
tc0c40s8ct0.xml,40,20240529,0.3,30%,52,15,29
tc0c40s8ct0.xml,40,20240529,0.3,30%,53,9,37
tc0c40s8ct0.xml,40,20240529,0.3,30%,54,11,26
tc0c40s8ct0.xml,40,20240529,0.3,30%,55,19,37
tc0c40s8ct0.xml,40,20240529,0.3,30%,56,36,38
tc0c40s8ct0.xml,40,20240529,0.3,30%,57,21,23
tc0c40s8ct0.xml,40,20240529,0.3,30%,58,14,17
tc0c40s8ct0.xml,40,20240529,0.3,30%,59,5,18
tc0c40s8ct0.xml,40,20240529,0.3,30%,60,27,37
tc0c40s8ct0.xml,40,20240529,0.3,30%,61,3,27
tc0c40s8ct0.xml,40,20240529,0.3,30%,62,8,26
tc0c40s8ct0.xml,40,20240529,0.3,30%,63,17,33
tc0c40s8ct0.xml,40,20240529,0.3,30%,64,18,20
tc0c40s8ct0.xml,40,20240529,0.3,30%,65,16,22
tc0c40s8ct0.xml,40,20240529,0.3,30%,66,17,40
tc0c40s8ct0.xml,40,20240529,0.3,30%,67,22,30
tc0c40s8ct0.xml,40,20240529,0.3,30%,68,22,34
tc0c40s8ct0.xml,40,20240529,0.3,30%,69,1,28
tc0c40s8ct0.xml,40,20240529,0.3,30%,70,21,34
tc0c40s8ct0.xml,40,20240529,0.3,30%,71,3,28
tc0c40s8ct0.xml,40,20240529,0.3,30%,72,7,27
tc0c40s8ct0.xml,40,20240529,0.3,30%,73,7,10
tc0c40s8ct0.xml,40,20240529,0.3,30%,74,12,36
tc0c40s8ct0.xml,40,20240529,0.3,30%,75,12,27
tc0c40s8ct0.xml,40,20240529,0.3,30%,76,5,35
tc0c40s8ct0.xml,40,20240529,0.3,30%,77,11,30
tc0c40s8ct0.xml,40,20240529,0.3,30%,78,14,28
tc0c40s8ct0.xml,40,20240529,0.3,30%,79,9,33
tc0c40s8ct0.xml,40,20240529,0.3,30%,80,1,15
tc0c40s8ct0.xml,40,20240529,0.3,30%,81,26,40
tc0c40s8ct0.xml,40,20240529,0.3,30%,82,26,38
tc0c40s8ct0.xml,40,20240529,0.3,30%,83,12,19
tc0c40s8ct0.xml,40,20240529,0.3,30%,84,8,23
tc0c40s8ct0.xml,40,20240529,0.3,30%,85,6,9
tc0c40s8ct0.xml,40,20240529,0.3,30%,86,4,40
tc0c40s8ct0.xml,40,20240529,0.3,30%,87,2,17
tc0c40s8ct0.xml,40,20240529,0.3,30%,88,5,38
tc0c40s8ct0.xml,40,20240529,0.3,30%,89,8,12
tc0c40s8ct0.xml,40,20240529,0.3,30%,90,8,9
tc0c40s8ct0.xml,40,20240529,0.3,30%,91,2,18
tc0c40s8ct0.xml,40,20240529,0.3,30%,92,37,38
